Language,Country,Duration,Budget,Gross Earnings,Facebook_Likes_Director,Facebook_Likes_Actor,Facebook_Likes_Music,Facebook_Likes_Actress,Facebook_Likes_Total_Cast,Facenumber_in_posters,User_upvotes,Reviews_by_Users,IMDB_Score
English,Netherlands,89,17900000,259430864,130,444,312,183,1243,1,30215,95,5
English,UK,109,25000000,368446296,181,303,146,137,960,0,19568,208,6.7
English,USA,133,26000000,33200000,759,826,130,67,1154,4,28247,149,7.2
French,France,98,17000000,33200000,0,1000,572,164,1917,1,11031,45,6.5
English,USA,154,15000000,94175854,14000,852,581,271,2592,0,60988,199,7.8
English,USA,109,10000000,33000000,78,854,841,619,3394,1,9424,109,6.9
English,USA,108,4000000,-28175854,228,431,426,358,2020,0,39856,300,7.3
English,USA,108,4000000,-89351708,228,431,426,358,2020,0,39857,300,7.3
English,USA,112,12000000,65500000,608,11000,10000,733,22479,1,66966,175,7.4
English,USA,109,18000000,4250320,272,155,144,124,605,1,14870,86,6.8
English,USA,112,17000000,6734844,213,567,67,45,711,0,29591,118,5.9
English,USA,154,18500000,85200000,0,2000,626,604,4228,1,488537,1076,8.4
English,USA,89,5000000,12947763,17,690,190,85,1160,0,10624,125,6.2
English,USA,99,25000000,11100000,0,400,223,52,896,1,92464,331,7.3
English,Australia,93,8800000,174635000,4,442,162,93,822,1,74743,93,6.5
English,UK,110,16000000,5900000,85,1000,309,186,1852,1,98629,316,7.2
English,USA,110,35000000,16295774,8,1000,692,322,3000,1,33669,269,4.6
English,USA,100,12000000,4884663,365,425,394,225,1661,0,5187,64,5.5
English,USA,86,3000000,19472057,41,956,316,155,1862,0,25332,307,5.9
English,USA,116,40000000,49851591,425,954,568,204,2179,3,7900,34,5.9
English,USA,102,25000000,38747385,0,13000,854,413,15308,2,49349,165,6.9
English,USA,103,18000000,41382841,0,12000,899,805,14672,0,27149,96,6.3
English,UK,120,6000000,137963328,0,40000,854,576,42028,0,291603,505,8.1
English,USA,99,1900000,4600000,28,18000,1000,223,19649,2,11763,111,7.1
English,UK,122,4500000,4600000,0,854,652,491,2762,0,15175,89,7.5
English,UK,97,17000000,2315683,3,400,193,161,805,0,4081,28,3
English,USA,88,175000,7137502,0,539,53,46,708,0,4769,26,6.5
English,USA,89,8000000,52287414,0,217,107,107,644,2,271794,584,8.1
English,USA,119,25000000,109713132,12000,12000,664,643,15449,5,61621,219,7.3
English,USA,98,15000000,1953732,70,876,324,90,1351,0,4996,62,5.3
English,USA,119,13800000,52293982,17000,10000,970,638,11895,1,57831,115,7
English,USA,94,25000000,79817937,23,400,255,148,1044,1,39798,69,5.9
English,USA,101,4700000,8025872,365,237,28,14,302,3,19234,258,5.5
English,USA,93,2700000,3500000,28,1000,695,415,2319,2,10082,100,5.9
English,USA,110,15000000,176781728,12000,10000,1000,555,13069,2,219171,388,6.9
English,UK,98,2000000,7369373,85,265,194,186,901,1,4288,74,5.7
English,USA,102,11000000,167780960,12000,19000,875,801,21499,4,36918,42,5.9
English,USA,88,4500000,44793200,55,506,449,150,1584,0,49820,311,6.6
English,USA,90,350000,4000000,44,615,96,93,872,0,6046,46,4.7
English,USA,100,28000000,153665036,12000,936,901,605,4121,1,84824,95,6.4
English,USA,85,3500000,14000000,10,3000,273,178,3617,0,15956,118,6
English,UK,147,29000000,5899797,0,18000,427,400,18855,0,9913,51,7.5
English,USA,37,3600000,5923044,0,634,328,199,1347,0,113451,537,7.8
English,USA,119,14000000,156645693,213,886,276,249,1639,0,55101,201,6.9
English,USA,92,1100000,1400000,155,448,426,147,1329,0,1324,37,5.9
English,USA,121,13000000,123922370,272,49000,263,227,50141,1,98348,131,7.3
English,UK,86,1000000,14564027,385,266,209,100,673,0,76407,335,7
English,USA,81,100000,5228617,467,467,322,287,1431,1,2770,32,7
English,USA,107,51000000,14375181,124,636,631,572,3374,2,8692,126,4.2
English,USA,92,23000000,20763013,114,912,535,434,2355,0,30840,383,2.8
English,USA,108,6500000,54215416,7,699,63,51,936,1,21409,63,6.8
English,USA,92,10000000,3060858,4,754,324,311,1891,4,1768,37,5.6
English,UK,140,2600000,3130592,133,443,249,239,1269,1,10755,69,7.8
English,USA,107,15000000,59735548,323,1000,1000,794,4223,1,290949,629,7.8
English,USA,102,1300000,354704,212,10000,633,195,11083,0,2705,38,5.9
English,USA,88,16000000,14792779,11000,854,410,233,1653,0,24256,91,7.6
English,USA,96,22700000,38119483,0,1000,605,542,2936,2,136667,273,7.1
English,UK,134,17000000,15681020,22,1000,593,488,3007,6,33570,259,3.6
English,USA,95,3000000,7888703,4,641,168,152,1389,1,8465,65,3.2
English,USA,87,4000000,800000,101,721,576,324,1700,0,2308,35,4.8
English,USA,90,2300000,800000,115,11000,516,385,12359,0,19650,62,7.3
English,China,219,23000000,43984230,973,1000,643,400,2451,0,70274,133,7.8
English,UK,130,30000000,51185897,46,387,244,162,1233,1,69457,271,6.7
English,USA,97,30000000,32222567,541,967,847,673,4458,3,92924,339,7.2
English,USA,98,16000000,30857814,0,18000,636,594,20060,0,294163,718,8.1
English,USA,101,27000000,38122105,343,581,571,384,2373,1,112669,226,6.6
English,USA,119,25000000,76270454,0,22000,371,188,22767,1,219008,418,7.9
English,USA,126,15000000,43848100,0,826,508,168,1607,2,119150,219,7.4
English,USA,99,7000000,49369900,212,130,125,54,450,0,36108,260,5.7
English,USA,96,7000000,20257000,22,1000,841,794,5282,2,7569,65,5.2
Japanese,Japan,124,1100000000,439162,78,6,5,4,28,0,106160,430,8.1
English,USA,92,15000000,73326666,13000,925,692,217,1953,3,189413,306,7.5
English,USA,130,18000000,114968774,545,15000,11000,697,28018,1,153468,204,7.3
English,USA,92,1100000,11806119,15,633,403,49,1168,1,57578,210,6.8
English,USA,107,25000000,16118077,21,967,767,418,3067,0,5817,37,5.6
English,USA,87,9000000,33244684,85,311,189,118,760,0,62038,281,6.5
English,Australia,108,15800000,109306210,5,442,162,57,717,1,44096,62,5.5
English,USA,119,14000000,34700000,350,18000,17000,418,35501,2,52846,143,7.7
English,USA,119,14000000,34700000,350,18000,17000,418,35501,2,52846,143,7.7
English,USA,131,28000000,81350242,323,25000,13000,541,40585,0,592582,722,8.2
English,USA,88,2800000,19170001,152,935,448,181,1855,0,21359,270,5.3
English,USA,88,5000000,17768000,27,742,120,101,1136,0,29629,374,5.9
English,Italy,97,3000000,17768000,96,201,39,37,277,1,240,9,6.2
English,USA,118,4700000,1705139,7,968,733,339,2545,0,4695,69,6.7
English,USA,126,30000000,38413606,102,22000,581,497,23866,1,54042,215,7.6
English,USA,105,20000000,13854000,121,11000,3000,384,14677,0,21079,55,5.2
English,USA,104,6000000,12793213,80,8000,960,658,10430,4,18286,73,6.2
English,USA,97,3000000,7282851,152,674,174,135,1395,1,9502,100,6.5
English,USA,98,10500000,14114488,17,1000,887,770,3827,0,13190,114,4.5
English,USA,133,25000000,172825435,272,10000,898,628,12285,3,383784,331,8
English,USA,87,63000000,53715611,10,13000,1000,349,14574,1,92106,171,5.7
English,USA,121,6500000,14545844,0,413,282,182,1284,4,4756,38,5.8
English,USA,101,32000000,60328558,503,13000,1000,1000,18734,1,61396,159,7
English,USA,110,4000000,3468572,0,721,246,237,1966,0,10073,78,7.3
English,USA,69,12500000,48092846,383,912,320,191,1833,0,61753,133,7.3
English,USA,164,7000000,8373585,17000,883,618,159,1934,0,39680,308,7.6
English,USA,93,4000000,13008928,0,355,151,133,837,0,73501,333,7.3
English,USA,107,15000000,111936400,425,742,384,247,2151,1,87538,79,6
English,USA,107,13000000,44726644,58,549,439,316,1747,5,42614,120,6.8
English,USA,89,8000000,22168359,81,321,101,92,584,0,29659,227,5.1
English,USA,108,40000000,118500000,0,1000,869,690,3660,0,340085,327,7.8
English,USA,126,35000000,251188924,13000,920,549,488,2725,0,269033,817,7.6
English,USA,90,10000000,40485039,65,18000,769,730,20795,6,85362,181,6.9
English,USA,125,30000000,45645204,0,939,255,237,1748,2,39306,119,6.6
English,USA,145,14000000,70001698,0,10000,854,560,12098,0,76842,173,7.2
English,USA,128,16400000,95860116,608,49000,1000,1000,51609,0,277451,491,8
English,USA,120,6500000,27545445,0,782,652,388,2892,2,59524,418,7.9
English,USA,99,7500000,106593296,78,11000,509,325,12619,1,72324,134,7.4
English,USA,100,5000000,14343976,6,935,120,65,1327,0,22961,291,4.5
English,USA,122,18000000,26830000,380,18000,11000,2000,32930,3,101888,365,7.9
English,USA,122,18000000,26830000,380,18000,11000,2000,32930,3,101889,365,7.9
English,USA,96,3000000,11642254,2,742,256,120,1308,1,22929,287,5.2
English,UK,137,9000000,10161099,0,591,520,130,1341,1,23441,108,7.7
English,USA,127,48000000,197171806,14000,11000,844,440,12884,5,515306,477,8.3
English,UK,133,32000000,34667015,46,683,349,275,2371,0,74009,317,6.6
English,USA,107,11000000,49797148,42,1000,854,808,3435,3,49007,97,7.2
English,USA,124,15000000,10763469,11000,11000,860,563,12685,0,13692,55,6.4
English,USA,103,11500000,57469179,52,969,886,426,2987,0,63855,248,6.6
English,USA,114,17000000,30050028,9,623,472,466,2484,1,42987,201,6.5
English,USA,91,160000,6706368,909,909,91,42,1048,0,22800,133,7.5
English,USA,113,19000000,58571513,17,14000,599,551,15914,1,30213,112,6.8
English,USA,100,1200000,24741700,0,828,531,65,1431,2,37785,95,7.2
English,USA,107,27800000,55210049,0,12000,664,643,14710,1,43743,293,5.4
English,USA,97,55000000,63408614,96,13000,549,403,14432,1,75365,149,6.3
English,USA,171,69500000,54222000,0,2000,650,638,4074,0,131217,380,7.6
English,Australia,90,10000000,882290,73,848,643,26,1526,2,4792,43,6.5
English,USA,96,2300000,792966,6,40,30,14,99,2,4663,40,5.1
English,USA,105,18000000,8508843,6,723,422,371,2368,1,7470,35,5.5
English,USA,150,5000000,6157157,3,859,448,448,3942,1,21416,198,7
English,USA,103,7000000,9094451,49,687,554,304,1990,0,11668,79,6.2
English,USA,106,20000000,10555348,277,22000,2000,383,24887,0,17349,42,6
English,USA,89,16000000,92823600,0,227,73,62,485,0,149108,273,7.6
English,USA,103,31000000,53133888,155,687,151,125,1440,0,50389,136,6.3
English,USA,118,40000000,87666629,0,1000,869,690,3986,0,283480,263,7.4
English,USA,72,13000000,28501605,5,659,628,435,2646,0,31371,166,5.7
English,USA,236,22000000,184208848,0,933,839,232,2398,1,186485,382,8
English,USA,107,60000000,82670733,12000,10000,3000,695,14006,0,60476,97,5.9
English,USA,105,100000000,103738726,631,678,631,327,2096,1,47819,164,6.1
English,USA,124,70000000,117541000,212,13000,982,576,16595,0,269858,316,7.1
English,USA,105,20000000,56362352,13000,40000,967,658,42330,0,357581,588,7.9
English,USA,115,26000000,61490000,541,8000,1000,442,10493,5,62037,148,6.6
English,USA,127,22000000,217631306,109,2000,956,71,3100,0,154199,252,7
English,USA,146,25000000,46836394,17000,22000,854,635,24783,3,728685,989,8.7
English,USA,106,50000000,41482207,287,16000,823,767,19610,0,68428,148,6.3
English,USA,103,18000000,285761243,0,3000,1000,925,7521,5,311075,305,7.5
English,USA,111,26000000,91457688,425,743,394,344,2403,4,107801,109,6
English,USA,34,34000,333658,19,882,577,362,1967,0,97,2,7.1
English,USA,98,225000,2938208,89,88,74,3,173,1,7143,52,7.5
English,USA,94,225000,2938208,0,156,102,87,544,0,47,4,4.5
English,USA,129,10000000,16153600,0,18000,269,203,19065,1,8295,30,6.5
English,USA,103,35000000,30669413,81,2000,683,636,4722,0,105478,291,6.2
English,USA,125,14000000,178406268,0,8000,995,700,11135,2,213476,271,6.9
English,Australia,119,20000000,21413105,23,25000,19000,748,45841,1,15230,97,6.8
English,Norway,92,60000000,21413105,8,35,6,3,47,2,1984,14,6.7
English,USA,100,3000000,15369573,32,610,232,175,1441,1,2580,54,5.3
English,USA,104,40000000,21413502,212,879,560,380,2795,5,14429,113,6.3
English,USA,170,54000000,66676062,0,14000,1000,889,16949,1,267980,545,7.6
English,USA,135,30000000,122012643,323,826,692,495,2575,1,143696,241,7.6
English,USA,113,65000000,119412921,719,605,308,217,1441,0,240241,391,7.5
English,USA,113,65000000,119412921,719,605,308,217,1441,0,240241,391,7.5
English,USA,96,11000000,16667084,31,651,610,536,3119,0,90070,248,7.1
English,Italy,120,9000000,349618,930,982,602,433,2942,1,4302,45,6.1
English,USA,107,6000000,869325,0,721,514,284,2000,2,2281,16,3.8
English,USA,93,20000000,38037513,12,18000,769,636,20188,2,49680,117,6.2
English,USA,112,6000000,57504069,309,27,26,15,106,2,94139,183,7.8
English,USA,128,35000000,79100000,17000,22000,1000,387,24006,0,127503,261,7.3
English,USA,110,15000000,30102717,23,633,67,51,874,2,28736,72,5.5
English,USA,115,35000000,14587732,468,605,367,150,1290,3,4795,39,5.7
English,USA,93,8500000,34872293,54,40000,618,581,42002,0,30765,252,4.9
English,USA,98,23000000,7434726,23,1000,1000,982,3671,2,14473,81,6
English,USA,142,70000000,119654900,14000,49000,8000,5000,64259,1,182802,363,6.7
English,USA,94,5000000,19281235,0,901,413,287,2523,0,3571,11,5.1
English,USA,100,70000000,17218080,36,13000,773,554,15944,0,43376,249,5.7
English,France,206,40000000,70405498,0,433,256,4,698,1,113472,442,8
English,Switzerland,97,500000,70405498,32,11000,422,329,11839,0,3013,24,5.8
English,USA,102,16500000,59847242,6,3000,2000,165,5433,1,55895,115,6.8
English,USA,104,2500000,6401336,835,18000,595,535,19923,2,36996,153,7.1
English,USA,102,11000000,2807854,8,14000,163,40,14281,1,14129,39,5.1
English,USA,155,48000000,165500000,58,25000,11000,720,38518,0,145257,322,6.9
English,USA,79,8000000,2275557,73,1000,1000,112,2404,2,12561,102,6
English,USA,100,23000,1227508,0,5,0,0,5,0,15103,80,7.1
English,USA,110,30000000,74888996,120,12000,1000,664,16230,0,55513,188,7.2
English,USA,88,17000000,9286314,22,174,132,120,583,1,4972,62,5.9
English,USA,91,450000,2712293,10,353,12,10,380,4,475,11,5.9
English,USA,88,25000000,78656813,34,642,533,445,2501,0,42765,93,6
English,USA,153,102000000,204843350,0,780,604,539,2829,0,744891,983,8.5
English,USA,99,38000000,113502246,188,1000,1000,436,3696,0,96607,125,6.8
English,USA,140,38000000,35183792,0,720,576,552,3044,1,68159,209,7.2
English,USA,137,24000000,41895491,0,12000,443,161,12947,1,63274,170,7.6
English,USA,85,23000000,86930411,119,3000,348,144,3847,6,83269,87,6.8
English,USA,132,30000000,74787599,0,769,713,252,1936,1,12549,109,6.6
English,USA,138,19000000,130727000,438,12000,826,173,13184,0,887467,916,8.6
English,USA,107,14000000,34793160,116,327,172,25,552,1,15730,31,6.7
English,USA,138,40000000,141340178,0,10000,2000,574,14619,0,181879,319,7.6
English,USA,128,40000000,107458785,545,15000,923,251,16751,3,71754,166,7.2
English,USA,90,28000000,217350219,63,49000,2000,631,52970,0,260939,244,8
English,USA,145,50000000,55473600,21000,534,273,243,1543,0,207686,776,6.4
English,USA,88,13000000,11501093,0,901,888,795,3913,0,128850,604,7.6
English,USA,126,80000000,162831698,13000,920,811,390,2899,0,215255,610,7
English,USA,117,40000000,70100000,71,723,558,547,3841,1,20183,41,5.4
English,USA,155,40000000,82522790,0,18000,12000,10000,42220,0,143835,654,7.5
English,USA,104,55000000,58422650,0,13000,11000,812,25599,3,78974,173,6.4
Spanish,USA,81,7000,2040920,0,121,20,6,147,0,52055,130,6.9
English,Australia,95,8000000,6739141,216,1000,1000,968,4755,0,23383,68,5.9
English,USA,100,12500000,10725228,164,18000,14000,99,32288,1,75675,365,7.8
English,USA,140,35000000,24276500,0,436,263,210,1394,2,17124,68,6.6
English,USA,120,18000000,173585516,0,3000,1000,1000,7860,2,200077,189,6.6
English,UK,140,18000000,25967000,133,12000,898,136,13180,3,21254,86,7.5
English,USA,121,35000000,144731527,503,808,277,94,1446,2,128010,136,6.7
English,USA,103,5000000,1100000,261,722,280,145,1201,0,3665,39,6.8
English,USA,202,33000000,48169908,0,18000,848,318,20143,0,63923,156,7.7
English,USA,106,40000000,45500797,323,472,47,0,519,2,17443,56,6
English,USA,99,40000000,14358033,0,782,658,402,2125,2,17365,66,5.9
English,USA,120,11000000,52929168,36,886,655,633,3280,1,82743,201,7.5
English,USA,117,45000000,83287363,176,11000,530,308,12757,1,81442,137,6.9
English,USA,114,35000000,4651977,503,2000,864,697,4334,3,10410,71,6.9
English,USA,91,12000000,21370057,0,636,330,298,1852,0,9903,80,6
English,USA,99,1200000,2812029,16000,16000,12000,455,28994,0,664719,931,8.4
English,UK,96,7000000,5430822,6,206,192,38,493,0,8391,75,6.2
English,USA,129,25000000,121945720,81,970,854,164,2551,0,89972,126,6.1
English,UK,112,2300000,62549000,277,1000,530,327,2412,0,41361,148,7.3
English,USA,117,40000000,72455275,0,855,363,322,2144,1,113068,382,7.8
English,UK,140,10000000,32101000,32,535,211,120,1109,0,27800,96,5.4
English,USA,100,10000000,50752337,65,633,613,577,3362,8,44502,46,6.4
English,USA,89,12000000,27281507,53,227,94,84,534,0,33850,147,7.7
English,USA,131,14400000,101157447,16000,16000,11000,638,28544,1,277505,495,8.3
English,USA,94,20000000,121697350,122,1000,619,617,4263,2,114610,176,7
English,USA,91,2600000,2850263,38,584,399,117,1218,0,5061,70,6.2
English,USA,120,32000000,36733909,155,344,242,240,2054,3,38949,112,7.1
English,USA,330,35000000,4496583,138,848,674,672,3227,2,23181,129,8
English,USA,124,70000000,84049211,212,13000,730,369,15229,1,96096,172,6.4
English,USA,98,15000000,68856263,226,953,730,496,2496,1,69733,97,6.9
English,USA,102,6900000,7993039,0,14000,1000,787,18643,1,120036,408,7.7
English,USA,93,1800000,7993039,0,12000,580,482,14620,0,1435,17,6.1
English,USA,87,3000000,1200000,29,683,155,147,1139,1,922,23,5.1
English,USA,271,25000000,10769960,33,854,702,251,2107,0,21940,256,7.7
English,USA,101,14600000,70906973,11000,13000,571,512,15500,1,437418,609,8.1
English,USA,96,28000000,39514713,197,580,336,115,1275,0,60494,132,6.7
English,USA,91,2500000,15935068,18,935,805,307,2899,0,19331,317,4.3
English,USA,127,63000000,356784000,14000,967,610,191,2129,0,613473,895,8.1
English,France,99,1500000,418953,675,902,424,164,1582,0,17322,93,6.5
English,USA,130,70000000,50016394,323,670,442,330,2407,1,106528,257,6.2
French,France,107,50000000,700000,8,106,54,39,215,1,24438,78,7
English,USA,84,8200000,27979400,0,11000,852,182,12322,2,37611,72,6.1
Japanese,Japan,134,11900000,48856,0,15,6,4,30,0,3466,40,7.5
English,USA,97,3500000,27900000,117,851,582,556,3036,2,39508,96,7.5
English,USA,125,25000000,219200000,0,49000,1000,711,52201,5,181380,223,6.9
English,UK,111,8000000,22551000,0,18000,18000,591,37645,0,37269,165,7.4
English,USA,94,15000000,22189039,11,1000,605,232,2210,0,17074,55,5.5
English,USA,99,6000000,3273588,23,97,91,82,382,1,4195,50,6.7
English,USA,125,26000000,77324422,438,18000,15000,372,33865,2,178731,261,7.7
English,USA,109,14000000,27515786,309,592,556,279,1620,0,8904,31,5.9
English,USA,97,2000000,27515786,97,787,196,163,1362,1,10182,130,5.9
English,USA,104,23500000,10696210,87,1000,826,691,3148,0,35018,180,3.9
English,UK,100,11500000,3275585,34,10000,721,541,13160,1,10735,88,6.6
English,USA,114,800000,1001437,9,159,143,86,423,1,2039,28,7.2
English,USA,185,22000000,96067179,14000,14000,795,212,15233,0,865020,1273,8.9
English,UK,115,22000000,25842000,0,12000,1000,266,13619,0,13455,87,7.4
English,USA,123,10000000,18272447,5,556,475,338,2149,1,3119,35,5.9
English,UK,104,42000000,20915465,5,5000,922,687,7723,0,38203,290,4
English,USA,96,17000000,42660000,8,533,219,199,1254,0,25086,87,4.8
English,USA,108,6500000,24103594,208,876,827,689,4840,0,6384,54,6.2
English,USA,139,30000000,32000000,17000,554,382,94,1068,3,36267,150,7.2
English,USA,154,42000000,158348400,521,10000,1000,957,14244,0,88844,142,6.8
English,USA,130,44000000,183875760,99,11000,1000,812,13357,1,213668,270,7.8
English,USA,92,19000000,2119994,22,2,0,0,2,0,1153,15,5.7
English,USA,141,45000000,100768056,79,18000,8000,956,30063,0,59569,89,6.5
English,New Zealand,121,7000000,40158000,319,1000,18,11,1051,1,63931,241,7.6
English,UK,80,28000000,669276,18,742,83,73,1088,0,2541,47,7.2
English,UK,134,11500000,22954968,133,12000,310,258,12749,1,45703,156,7.9
English,USA,134,25000000,56505065,170,2000,722,472,4453,0,95241,439,7.8
English,USA,121,13000000,12281500,12000,11000,10000,975,23602,3,163492,460,8
English,USA,98,3000000,3902679,16,687,233,222,1806,0,3943,49,5.3
English,USA,118,11000000,9170214,529,40000,29000,472,69746,1,171882,292,7.8
English,USA,118,11000000,39100956,13,90,22,2,114,0,13442,59,7.2
English,USA,93,20000000,11784000,18,400,220,181,1151,0,6701,26,4.3
English,USA,100,10000000,29392418,322,851,543,534,3190,2,3924,26,5.8
English,USA,78,12000000,72217000,293,759,595,567,2462,1,216486,242,6.9
English,USA,99,50000000,16671505,32,1000,619,479,2949,1,33186,78,5.9
English,USA,104,55000000,42610000,644,437,289,174,1093,1,60293,114,5.5
English,USA,98,20000000,13383737,11000,1000,979,967,4302,4,29385,86,7.5
English,USA,141,62000000,122012710,176,11000,913,672,14178,1,69663,133,6.9
English,USA,102,230000,3151130,0,898,657,216,2103,4,181749,615,7.8
English,USA,115,14000000,13640000,0,1000,848,534,3267,0,6011,39,6.9
English,USA,128,55000000,83000000,272,2000,812,383,3888,0,36587,95,6
English,USA,97,25000000,22200000,19,40000,10000,977,52122,3,41310,117,6.8
English,USA,113,16000000,127175354,137,879,854,481,2985,2,288451,438,7.3
English,USA,127,18000000,5887457,13000,40000,13000,940,56585,1,142416,420,7.9
English,Canada,103,2000000,5132222,460,991,971,900,2990,1,14112,83,7.2
English,USA,142,55000000,329691196,0,15000,294,194,15700,0,1251222,1398,8.8
English,UK,117,4500000,52700832,179,1000,398,239,1862,4,107923,197,7.1
English,New Zealand,108,5000000,3049135,0,14000,433,88,14574,2,50197,265,7.4
English,Canada,99,26000000,13829734,5,1000,691,535,2960,0,16194,79,4.3
English,USA,170,700000,7830611,23,7,6,2,15,0,18980,74,8.3
English,USA,123,60000000,105264608,277,11000,10000,4000,25697,0,239752,406,7.6
English,USA,133,30000000,66528842,380,12000,11000,918,26388,2,112175,329,7.5
English,USA,115,15000000,50003300,44,23000,4000,902,29370,4,36624,132,7.3
English,USA,76,8600000,50003300,17,636,472,259,2152,1,2989,38,5.8
English,USA,83,30000000,51109400,88,3000,459,348,4767,5,76850,85,6.4
English,USA,107,8000000,18090181,0,969,449,112,1775,0,38191,271,6.4
English,USA,101,50000000,38590500,0,854,643,158,1860,1,17997,140,4.4
English,USA,79,8000000,4350774,157,4000,248,219,4908,3,10476,52,6.5
English,USA,83,6200000,126247,3,16000,542,421,17469,0,24958,103,3.3
English,USA,178,8000000,107930000,16000,13000,902,857,16557,1,1324680,2195,8.9
English,USA,107,20000000,305070,58,699,533,324,1592,1,3843,25,6.4
English,USA,128,40000000,24332324,545,783,754,353,3126,1,13830,61,6.1
English,USA,95,40000000,38087756,80,3000,450,287,4634,1,49612,39,5.2
English,USA,95,13000000,7881335,0,899,849,650,3092,4,21212,107,6.7
English,USA,116,25000000,121248145,101,18000,946,780,20966,0,260981,373,7.2
English,USA,118,35000000,75668868,18,1000,946,906,6427,0,60504,249,6.6
English,Japan,102,35000000,33423521,133,2000,1000,690,5443,1,53115,282,3.8
English,USA,119,45000000,92115211,541,821,577,551,4043,3,45798,94,6.7
English,USA,98,23000000,50693162,295,720,581,380,2630,0,136580,545,7.6
English,USA,91,45000000,130512915,32,924,664,628,3244,2,60884,85,4.8
English,UK,111,30000000,2869369,0,1000,970,385,2612,2,65474,211,7.3
English,USA,110,30000000,8880705,10,851,780,582,3293,0,1103,11,6.5
Cantonese,Hong Kong,102,2000000,11546543,32,483,147,75,768,1,34520,146,7.6
English,USA,73,45000000,422783777,28,2000,886,847,6458,0,644348,656,8.5
English,USA,114,18000000,119938730,55,789,424,360,2085,0,265818,213,6.9
English,USA,111,45000000,46815748,161,11000,894,132,12161,1,32544,69,6.3
English,USA,97,22000000,144833357,11,901,775,595,2790,0,64742,111,6.4
English,USA,93,25000000,32055248,85,924,595,510,2711,0,18723,146,6
English,USA,142,25000000,28341469,0,11000,745,461,13495,0,1689764,4144,9.3
English,Peru,110,45000000,57362581,49,13000,279,20,13331,2,50148,116,5.4
English,USA,99,10500000,125169,11,665,446,327,2272,2,859,31,6.4
English,Canada,99,27000000,44450000,0,664,655,186,2010,1,44394,115,5.8
English,USA,141,115000000,146282411,0,2000,1000,618,4528,0,190439,351,7.2
English,USA,125,70000000,65012000,0,443,277,184,1439,1,43559,137,6.2
English,USA,212,63000000,25052000,759,2000,925,812,5708,0,35314,145,6.6
English,USA,90,30000000,108360000,176,531,461,460,2203,0,160321,178,6.3
English,USA,140,62000000,172071312,2000,15000,968,552,17171,0,208817,296,7.6
English,France,132,50000000,30306268,503,45000,13000,282,58528,0,62981,84,6.3
English,Australia,91,30000000,66600000,108,405,368,204,1185,0,94435,182,6.8
English,USA,119,19000000,65807024,0,10000,345,244,11013,0,172405,203,6.8
English,USA,98,19000000,65807024,3,789,194,152,1186,1,438,14,6.4
English,USA,121,100000000,184031112,541,920,710,680,2880,4,190786,539,5.4
English,USA,105,2500000,5400000,0,15,12,4,36,1,183288,395,8.1
English,USA,178,72000000,75600000,0,906,466,403,1976,1,736638,1065,8.4
English,USA,178,52000000,42438300,17000,22000,721,574,24183,2,333542,533,8.2
English,USA,100,50000000,100328194,52,795,419,394,2638,0,85903,92,6
English,USA,97,12000000,56631572,143,927,281,201,1724,1,123390,248,6.8
English,USA,109,50000000,81022333,155,426,387,293,1761,0,34471,147,5
English,USA,123,20000000,32051917,36,10000,1000,631,12338,0,42315,140,6.6
English,USA,123,53000000,91400000,12000,18000,10000,665,30132,0,81026,194,7.3
English,USA,124,98000000,11000000,212,1000,903,810,3611,3,21102,169,5.6
English,UK,122,11000000,39025000,0,276,258,191,903,0,73193,190,7.6
English,USA,104,7000000,25625110,0,16000,12000,4000,33758,0,138707,202,7.2
English,USA,128,90000000,100012500,323,13000,559,489,14274,1,299258,346,7.6
English,USA,134,55000000,37600435,109,919,303,249,1695,3,55350,180,5.9
English,USA,110,4000000,4301331,99,4000,975,960,7921,6,78241,177,6.7
English,USA,97,3500000,27900000,473,826,723,624,3455,1,74626,157,7.3
English,USA,105,30250000,72077000,188,848,808,482,3439,4,62986,150,6.9
English,UK,130,58000000,106635996,258,394,387,345,1784,2,199025,416,7.2
English,USA,107,20000000,7564000,34,11000,922,472,13821,1,54650,223,6.2
English,USA,93,5000000,15126948,13,742,152,141,1227,0,20815,335,4.9
English,USA,103,20000000,17518220,0,21000,1000,801,25263,1,9105,76,6.6
English,USA,107,50000000,9795017,607,2000,979,602,5461,0,9227,70,5.1
English,France,139,14000000,2474000,133,423,15,5,446,1,2427,27,5.7
English,USA,91,1500000,7417210,184,3000,202,82,3310,1,59041,408,7
English,USA,101,40000000,14942422,58,12000,975,497,14008,3,14226,60,5.9
English,USA,111,3600000,31968347,81,12000,898,687,14823,0,93894,286,7.6
English,USA,123,6000000,2122561,0,1000,898,781,3254,6,99033,434,7.2
English,USA,105,68000000,35324232,29,584,220,97,1132,1,32224,62,5.6
English,USA,101,18000000,70360285,545,1000,1000,545,3816,0,81783,283,5.8
English,USA,143,6500000,82528097,65,975,345,320,2223,1,30230,154,7.3
English,USA,212,50000000,13560960,0,12000,5000,805,21130,0,23996,161,7.1
English,USA,127,50000000,67823573,249,18000,11000,808,30383,3,91176,130,6.6
English,USA,84,55000000,141600000,12,23000,2000,752,26754,1,119675,216,6.6
English,UK,104,6000000,2600000,12,21000,1000,1000,23962,3,11612,88,7.5
English,USA,139,28000000,31600000,105,14000,1000,902,16125,1,34427,126,6.9
